0.0000100000	-0.5653270000
0.0000100260	-0.5653270000
0.0000100521	-0.5653270000
0.0000100781	-0.5653270000
0.0000101042	-0.5653270000
0.0000101302	-0.5653270000
0.0000101562	-0.5653270000
0.0000101823	-0.5653270000
0.0000102083	-0.5653270000
0.0000102344	-0.5653270000
0.0000102604	-0.5653270000
0.0000102865	-0.5653270000
0.0000103125	-0.5653270000
0.0000103385	-0.5653270000
0.0000103646	-0.5653270000
0.0000103906	-0.5653270000
0.0000104167	-0.5653270000
0.0000104427	-0.5653270000
0.0000104687	-0.5653270000
0.0000104948	-0.5653270000
0.0000105208	-0.5653270000
0.0000105469	-0.5653270000
0.0000105729	-0.5653270000
0.0000105990	-0.5653270000
0.0000106250	-0.5653270000
0.0000106510	-0.5653270000
0.0000106771	-0.5653270000
0.0000107031	-0.5653270000
0.0000107292	-0.5653270000
0.0000107552	-0.5653270000
0.0000107812	-0.5653270000
0.0000108073	-0.5653270000
0.0000108333	-0.5653270000
0.0000108594	-0.5653270000
0.0000108854	-0.5653270000
0.0000109115	-0.5653270000
0.0000109375	-0.5653270000
0.0000109635	-0.5653270000
0.0000109896	-0.5653270000
0.0000110156	-0.5653270000
0.0000110417	-0.5653270000
0.0000110677	-0.5653270000
0.0000110937	-0.5653270000
0.0000111198	-0.5653270000
0.0000111458	-0.5653270000
0.0000111719	-0.5653270000
0.0000111979	-0.5653270000
0.0000112240	-0.5653270000
0.0000112500	-0.5653270000
0.0000112760	-0.5653270000
0.0000113021	-0.5653270000
0.0000113281	-0.5653270000
0.0000113542	-0.5653270000
0.0000113802	-0.6281410000
0.0000114062	-0.6281410000
0.0000114323	-0.5653270000
0.0000114583	-0.5653270000
0.0000114844	-0.6281410000
0.0000115104	-0.5653270000
0.0000115365	-0.5653270000
0.0000115625	-0.5653270000
0.0000115885	-0.6281410000
0.0000116146	-0.6281410000
0.0000116406	-0.5653270000
0.0000116667	-0.6281410000
0.0000116927	-0.6281410000
0.0000117187	-0.5653270000
0.0000117448	-0.6281410000
0.0000117708	-0.5653270000
0.0000117969	-0.6281410000
0.0000118229	-0.5653270000
0.0000118490	-0.5653270000
0.0000118750	-0.6281410000
0.0000119010	-0.6281410000
0.0000119271	-0.5653270000
0.0000119531	-0.6281410000
0.0000119792	-0.5653270000
0.0000120052	-0.6281410000
0.0000120312	-0.6281410000
0.0000120573	-0.5653270000
0.0000120833	-0.6281410000
0.0000121094	-0.6281410000
0.0000121354	-0.5653270000
0.0000121614	-0.6281410000
0.0000121875	-0.5653270000
0.0000122135	-0.6281410000
0.0000122396	-0.6281410000
0.0000122656	-0.5653270000
0.0000122917	-0.6281410000
0.0000123177	-0.6281410000
0.0000123437	-0.5653270000
0.0000123698	-0.6281410000
0.0000123958	-0.5653270000
0.0000124219	-0.6281410000
0.0000124479	-0.6281410000
0.0000124739	-0.5653270000
0.0000125000	-0.6281410000
0.0000125260	-0.6281410000
0.0000125521	-0.6281410000
0.0000125781	-0.6281410000
0.0000126042	-0.6281410000
0.0000126302	-0.5653270000
0.0000126562	-0.6281410000
0.0000126823	-0.5653270000
0.0000127083	-0.6281410000
0.0000127344	-0.6281410000
0.0000127604	-0.5653270000
0.0000127864	-0.6281410000
0.0000128125	-0.6281410000
0.0000128385	-0.5653270000
0.0000128646	-0.6281410000
0.0000128906	-0.6281410000
0.0000129167	-0.6281410000
0.0000129427	-0.6281410000
0.0000129687	-0.6281410000
0.0000129948	-0.6281410000
0.0000130208	-0.6281410000
0.0000130469	-0.5653270000
0.0000130729	-0.6281410000
0.0000130989	-0.6281410000
0.0000131250	-0.6281410000
0.0000131510	-0.6281410000
0.0000131771	-0.6281410000
0.0000132031	-0.6281410000
0.0000132292	-0.6281410000
0.0000132552	-0.6281410000
0.0000132812	-0.6281410000
0.0000133073	-0.6281410000
0.0000133333	-0.6281410000
0.0000133594	-0.6281410000
0.0000133854	-0.5653270000
0.0000134114	-0.6281410000
0.0000134375	-0.6281410000
0.0000134635	-0.5653270000
0.0000134896	-0.6281410000
0.0000135156	-0.6281410000
0.0000135417	-0.6281410000
0.0000135677	-0.6281410000
0.0000135937	-0.6281410000
0.0000136198	-0.6281410000
0.0000136458	-0.6281410000
0.0000136719	-0.6281410000
0.0000136979	-0.6281410000
0.0000137239	-0.6281410000
0.0000137500	-0.6281410000
0.0000137760	-0.6281410000
0.0000138021	-0.6281410000
0.0000138281	-0.6281410000
0.0000138542	-0.6281410000
0.0000138802	-0.6281410000
0.0000139062	-0.6281410000
0.0000139323	-0.6281410000
0.0000139583	-0.6281410000
0.0000139844	-0.6281410000
0.0000140104	-0.6281410000
0.0000140364	-0.6281410000
0.0000140625	-0.6281410000
