     7.7E-05,  -0.0343719
  7.7004E-05,  -0.0343719
  7.7008E-05,  -0.0343719
  7.7012E-05,  -0.0343719
  7.7016E-05,  -0.0343719
   7.702E-05,  -0.0352764
  7.7024E-05,  -0.0352764
  7.7028E-05,  -0.0348241
  7.7032E-05,  -0.0352764
  7.7036E-05,  -0.0352764
   7.704E-05,  -0.0357286
  7.7044E-05,  -0.0357286
  7.7048E-05,  -0.0357286
  7.7052E-05,  -0.0357286
  7.7056E-05,  -0.0361809
   7.706E-05,  -0.0366332
  7.7064E-05,  -0.0366332
  7.7068E-05,  -0.0361809
  7.7072E-05,  -0.0366332
  7.7076E-05,  -0.0370854
   7.708E-05,  -0.0366332
  7.7084E-05,  -0.0370854
  7.7088E-05,  -0.0375377
  7.7092E-05,  -0.0375377
  7.7096E-05,  -0.0370854
    7.71E-05,  -0.0375377
  7.7104E-05,  -0.0379899
  7.7108E-05,  -0.0375377
  7.7112E-05,  -0.0375377
  7.7116E-05,  -0.0379899
   7.712E-05,  -0.0384422
  7.7124E-05,  -0.0384422
  7.7128E-05,  -0.0384422
  7.7132E-05,  -0.0379899
  7.7136E-05,  -0.0388945
   7.714E-05,  -0.0388945
  7.7144E-05,  -0.0388945
  7.7148E-05,  -0.0388945
  7.7152E-05,  -0.0393467
  7.7156E-05,  -0.0388945
   7.716E-05,  -0.0393467
  7.7164E-05,   -0.039799
  7.7168E-05,   -0.039799
  7.7172E-05,  -0.0393467
  7.7176E-05,   -0.039799
   7.718E-05,  -0.0402513
  7.7184E-05,  -0.0402513
  7.7188E-05,   -0.039799
  7.7192E-05,  -0.0402513
  7.7196E-05,  -0.0402513
    7.72E-05,  -0.0402513
  7.7204E-05,  -0.0407035
  7.7208E-05,  -0.0407035
  7.7212E-05,  -0.0407035
  7.7216E-05,  -0.0407035
   7.722E-05,  -0.0411558
  7.7224E-05,  -0.0411558
  7.7228E-05,  -0.0411558
  7.7232E-05,   -0.041608
  7.7236E-05,  -0.0411558
   7.724E-05,  -0.0411558
  7.7244E-05,  -0.0420603
  7.7248E-05,  -0.0420603
  7.7252E-05,   -0.041608
  7.7256E-05,   -0.041608
   7.726E-05,  -0.0420603
  7.7264E-05,  -0.0420603
  7.7268E-05,  -0.0420603
  7.7272E-05,  -0.0420603
  7.7276E-05,  -0.0420603
   7.728E-05,  -0.0420603
  7.7284E-05,  -0.0425126
  7.7288E-05,  -0.0425126
  7.7292E-05,  -0.0420603
  7.7296E-05,  -0.0425126
    7.73E-05,  -0.0425126
  7.7304E-05,  -0.0429648
  7.7308E-05,  -0.0429648
  7.7312E-05,  -0.0429648
  7.7316E-05,  -0.0429648
   7.732E-05,  -0.0429648
  7.7324E-05,  -0.0434171
  7.7328E-05,  -0.0434171
  7.7332E-05,  -0.0429648
  7.7336E-05,  -0.0429648
   7.734E-05,  -0.0434171
  7.7344E-05,  -0.0434171
  7.7348E-05,  -0.0434171
  7.7352E-05,  -0.0434171
  7.7356E-05,  -0.0434171
   7.736E-05,  -0.0434171
  7.7364E-05,  -0.0434171
  7.7368E-05,  -0.0438693
  7.7372E-05,  -0.0438693
  7.7376E-05,  -0.0438693
   7.738E-05,  -0.0443216
  7.7384E-05,  -0.0438693
  7.7388E-05,  -0.0443216
  7.7392E-05,  -0.0443216
  7.7396E-05,  -0.0443216
    7.74E-05,  -0.0443216
  7.7404E-05,  -0.0443216
  7.7408E-05,  -0.0443216
  7.7412E-05,  -0.0443216
  7.7416E-05,  -0.0438693
   7.742E-05,  -0.0443216
  7.7424E-05,  -0.0443216
  7.7428E-05,  -0.0443216
  7.7432E-05,  -0.0443216
  7.7436E-05,  -0.0447739
   7.744E-05,  -0.0447739
  7.7444E-05,  -0.0447739
  7.7448E-05,  -0.0447739
  7.7452E-05,  -0.0452261
  7.7456E-05,  -0.0447739
   7.746E-05,  -0.0447739
  7.7464E-05,  -0.0452261
  7.7468E-05,  -0.0452261
  7.7472E-05,  -0.0452261
  7.7476E-05,  -0.0452261
   7.748E-05,  -0.0452261
  7.7484E-05,  -0.0452261
  7.7488E-05,  -0.0452261
  7.7492E-05,  -0.0452261
  7.7496E-05,  -0.0456784
    7.75E-05,  -0.0452261
  7.7504E-05,  -0.0456784
  7.7508E-05,  -0.0452261
  7.7512E-05,  -0.0452261
  7.7516E-05,  -0.0456784
   7.752E-05,  -0.0456784
  7.7524E-05,  -0.0452261
  7.7528E-05,  -0.0456784
  7.7532E-05,  -0.0456784
  7.7536E-05,  -0.0456784
   7.754E-05,  -0.0452261
  7.7544E-05,  -0.0452261
  7.7548E-05,  -0.0456784
  7.7552E-05,  -0.0452261
  7.7556E-05,  -0.0452261
   7.756E-05,  -0.0452261
  7.7564E-05,  -0.0452261
  7.7568E-05,  -0.0452261
  7.7572E-05,  -0.0452261
  7.7576E-05,  -0.0461307
   7.758E-05,  -0.0465829
  7.7584E-05,  -0.0447739
  7.7588E-05,  -0.0388945
  7.7592E-05,  -0.0357286
  7.7596E-05,  -0.0452261
    7.76E-05,  -0.0447739
  7.7604E-05,  -0.0316583
  7.7608E-05,  -0.0325628
  7.7612E-05,  -0.0384422
  7.7616E-05,  -0.0375377
   7.762E-05,  -0.0470352
  7.7624E-05,  -0.0343719
  7.7628E-05,  -0.0316583
  7.7632E-05,  -0.0633166
  7.7636E-05,   -0.050201
   7.764E-05,  -0.0212563
  7.7644E-05,  -0.0578894
  7.7648E-05,  -0.0809548
  7.7652E-05,  -0.0560804
  7.7656E-05,  -0.0551759
   7.766E-05,  -0.0728141
  7.7664E-05,  -0.0578894
  7.7668E-05,  -0.0429648
  7.7672E-05,  -0.0443216
  7.7676E-05,  -0.0275879
   7.768E-05,  -0.0230653
  7.7684E-05,  -0.0456784
